#Digilent WaveForms Network Analyzer - Bode
#Device Name: DiscoveryStudio
#Serial Number: SN:210384B2F9A0
#Date Time: 2024-09-04 00:59:41.271
#Start: 10 Hz
#Stop: 100000 Hz
#Steps: 401
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.54337 V
#Offset: 0.000283953 V
#Relative: no
#Channel: Channel 2
#Range: 5.50952 V
#Offset: 0.000258603 V
#Relative: yes

#
Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
10,0.01137271072252848,-28.80488250238978,85.63374405219187
10.23292992280754,0.01128299428919572,-28.6068842565278,85.51459299556807
10.471285480509,0.01144349110514234,-28.40970353268762,85.40311998072781
10.71519305237606,0.01148856155206399,-28.21284184590166,85.30604923391783
10.96478196143185,0.01148853511072448,-28.01466158410221,85.20073213009364
11.22018454301963,0.01116057405243016,-27.81364010257827,85.0963594058839
11.48153621496883,0.01138375501585257,-27.6167972543837,84.98667307832847
11.74897554939529,0.01140791833288024,-27.41794429711531,84.86767011554133
12.02264434617413,0.01127977768929295,-27.21899368095127,84.74707288957894
12.30268770812381,0.01150739216596475,-27.02241220789873,84.61724058049717
12.58925411794167,0.01125241498409389,-26.82554572575587,84.52157414797495
12.88249551693134,0.01131827818611042,-26.62782230383975,84.3890475696729
13.18256738556407,0.01125409586886966,-26.42884479646947,84.26725492233288
13.48962882591653,0.01125939332484867,-26.22941054195966,84.12730448662558
13.80384264602885,0.01140700122607682,-26.03177220919392,83.98613487766038
14.12537544622754,0.01138013712569025,-25.83270563332647,83.8517979690818
14.45439770745928,0.01136810723772104,-25.63462624333762,83.71338421330398
14.79108388168207,0.01123149652246325,-25.43967766057787,83.56526852992802
15.13561248436209,0.01161952270105974,-25.2435133160877,83.43019955033499
15.48816618912481,0.01134623327727727,-25.04753496455317,83.27465360631942
15.84893192461114,0.01118479252606582,-24.85107666390588,83.11469299903362
16.2181009735893,0.01119354134799003,-24.65591301680035,82.94858700975749
16.59586907437561,0.01105759507316787,-24.45431112735741,82.80175182754158
16.98243652461744,0.01110689965442372,-24.261864909603,82.63287413800566
17.37800828749376,0.01103550265405172,-24.06206597512833,82.47460629186759
17.78279410038923,0.01122340129425891,-23.86459578611559,82.28574930419668
18.19700858609983,0.01347316972983264,-23.66626649465324,82.11726863842206
18.62087136662868,0.01130230122457414,-23.47249887821722,81.94940677097685
19.05460717963248,0.01123667127241268,-23.27570879052488,81.76674188634435
19.49844599758046,0.01097244511350396,-23.07813340945646,81.57107520890077
19.95262314968879,0.0109627011905674,-22.88231233461379,81.36860449117134
20.4173794466953,0.01119820185158002,-22.68520163630225,81.20748230623833
20.89296130854039,0.01078376043239013,-22.49091577832401,80.9834814438663
21.37962089502232,0.01097788281568945,-22.29693671947561,80.78935428844784
21.87761623949552,0.01097508079792936,-22.10287761115672,80.58002437116602
22.3872113856834,0.01103725805159548,-21.90868700546422,80.36322240809106
22.90867652767772,0.01098252520489127,-21.71445011987918,80.13569874648823
23.44228815319923,0.01087408071714656,-21.51891309449169,79.9234307864088
23.9883291901949,0.01090503065666396,-21.32539336456732,79.68003533524541
24.54708915685031,0.01102466802355244,-21.13257787237022,79.44765670090769
25.1188643150958,0.01113946139361789,-20.93903856851788,79.22194074578076
25.70395782768865,0.01103727707633454,-20.74635340568984,78.97582856813928
26.30267991895381,0.01100631975164739,-20.55228667560115,78.71873010834976
26.91534803926917,0.01053198263619276,-20.36014111951113,78.47359054731601
27.54228703338166,0.01044025868615761,-20.17011477304862,78.21162116414874
28.18382931264455,0.01066254346256427,-19.97793183168642,77.94242873636438
28.84031503126606,0.01052851988463781,-19.78648583130629,77.67285709080954
29.51209226666384,0.01042392292555575,-19.59574886357718,77.39327822748746
30.19951720402016,0.01047881262100789,-19.40407856865887,77.12452541231846
30.90295432513592,0.01055945057893651,-19.21613636256568,76.83064986048005
31.62277660168379,0.01057839414563336,-19.02571722826687,76.53009558950689
32.35936569296281,0.01013375627211575,-18.83550094768507,76.23526714554146
33.11311214825911,0.01021737783922652,-18.64689938148717,75.93167576940483
33.88441561392028,0.01019668027107955,-18.45832918673553,75.61267124203627
34.67368504525317,0.01017054593787412,-18.27187049175869,75.29514330988587
35.48133892335753,0.009869734678068259,-18.08480832511141,74.9633569223833
36.30780547701014,0.0102397349797065,-17.89875334879778,74.63601044699355
37.15352290971724,0.009956440241428442,-17.71223241526797,74.30035347513797
38.01893963205612,0.00987739043620187,-17.52632057338458,73.94616613951257
38.90451449942805,0.009785798331539884,-17.34227537832902,73.59825712312389
39.81071705534973,0.009711466033803516,-17.15683062258119,73.23840953529327
40.73802778041126,0.009639470585926662,-16.9743883945667,72.86771804596108
41.68693834703355,0.0094967967903152,-16.79205824294535,72.49467366973025
42.65795188015926,0.009495125853971715,-16.60964618292407,72.10920902843462
43.65158322401661,0.009240756052331807,-16.42884401506779,71.72252132627985
44.6683592150963,0.009383218269784823,-16.24810691592747,71.33019514384401
45.70881896148752,0.009112198255005357,-16.06832256682704,70.93031871407079
46.77351412871981,0.009004092633275696,-15.88877907073064,70.52255424505103
47.86300923226386,0.008767664976209641,-15.71242986819867,70.09713956936135
48.97788193684461,0.008786353665074725,-15.53553703469056,69.67490914220723
50.11872336272725,0.008734391428610095,-15.36023281477385,69.24175168668091
51.28613839913648,0.008545691890500704,-15.18450507442559,68.79713509253173
52.48074602497723,0.008642089514039414,-15.0097371902804,68.34604344051479
53.70317963702527,0.008331206134873075,-14.83757699551368,67.89453162479205
54.95408738576248,0.008068322338937605,-14.66598052900064,67.42713792560187
56.23413251903491,0.008097644467083382,-14.49640419130462,66.95915866814698
